timestamp,open,high,low,close,volume
2025-12-24 01:00:00,123.87,124.21,122.94,123.11,65608.425
2025-12-24 02:00:00,123.11,123.13,121.78,122.31,112441.957
2025-12-24 03:00:00,122.31,122.81,121.76,122.72,70645.336
2025-12-24 04:00:00,122.71,123.06,121.51,121.63,95278.414
2025-12-24 05:00:00,121.63,122.03,121.14,121.47,75664.775
2025-12-24 06:00:00,121.48,121.59,120.63,121.59,80036.468
2025-12-24 07:00:00,121.59,121.87,121.29,121.31,45217.012
2025-12-24 08:00:00,121.32,121.67,121.11,121.4,62356.834
2025-12-24 09:00:00,121.4,121.75,121.3,121.43,46439.797
2025-12-24 10:00:00,121.42,122.23,121.39,121.76,58376.406
2025-12-24 11:00:00,121.76,122.22,121.76,122.04,56461.979
2025-12-24 12:00:00,122.04,122.55,121.92,122.45,47838.978
2025-12-24 13:00:00,122.45,122.45,121.74,121.96,38816.723
2025-12-24 14:00:00,121.96,122.3,120.7,121.48,118538.098
2025-12-24 15:00:00,121.48,122.94,121.3,122.73,129322.337
2025-12-24 16:00:00,122.73,123.46,122.41,122.71,131529.803
2025-12-24 17:00:00,122.7,122.98,121.98,122.03,61306.094
2025-12-24 18:00:00,122.04,122.7,121.77,122.47,46488.24
2025-12-24 19:00:00,122.47,122.86,121.98,122.86,43426.147
2025-12-24 20:00:00,122.86,123.12,122.6,122.67,65042.93
2025-12-24 21:00:00,122.67,123.1,122.62,123.01,45804.919
2025-12-24 22:00:00,123.01,123.4,122.92,123.31,38206.372
2025-12-24 23:00:00,123.31,123.34,122.47,122.53,30793.972
2025-12-25 00:00:00,122.52,122.7,122.09,122.17,33294.188
2025-12-25 01:00:00,122.17,122.78,122.14,122.74,24940.511
2025-12-25 02:00:00,122.75,123.15,122.46,123.04,30222.317
2025-12-25 03:00:00,123.05,123.15,122.55,122.7,36077.607
2025-12-25 04:00:00,122.7,122.86,122.61,122.78,18242.846
2025-12-25 05:00:00,122.78,122.78,122.22,122.37,54746.235
2025-12-25 06:00:00,122.37,122.51,122.18,122.46,65837.895
2025-12-25 07:00:00,122.46,122.47,122.1,122.27,53225.38
2025-12-25 08:00:00,122.27,122.65,121.62,122.09,94932.638
2025-12-25 09:00:00,122.09,122.17,121.78,122.09,40925.843
2025-12-25 10:00:00,122.09,122.09,121.31,121.55,56400.797
2025-12-25 11:00:00,121.55,121.86,121.51,121.65,29589.433
2025-12-25 12:00:00,121.65,122.06,121.58,122.06,23927.846
2025-12-25 13:00:00,122.05,122.35,121.67,122.07,47759.611
2025-12-25 14:00:00,122.06,122.34,121.77,122.12,35860.822
2025-12-25 15:00:00,122.12,124.1,121.88,123.68,196836.339
2025-12-25 16:00:00,123.68,124.46,123.35,123.53,256356.369
2025-12-25 17:00:00,123.52,123.62,122.8,123.07,70494.49
2025-12-25 18:00:00,123.08,124.18,123.07,124.01,94345.887
2025-12-25 19:00:00,124.02,124.08,123.35,123.47,35425.619
2025-12-25 20:00:00,123.47,123.5,122.96,123.31,32185.81
2025-12-25 21:00:00,123.3,123.52,123.12,123.21,27306.564
2025-12-25 22:00:00,123.22,123.45,121.4,121.82,88061.317
2025-12-25 23:00:00,121.81,122.12,119.71,120.06,371328.784
2025-12-26 00:00:00,120.05,120.34,119.24,120.33,179799.185
2025-12-26 01:00:00,120.34,121.18,120.19,120.81,164884.989
2025-12-26 02:00:00,120.81,124.39,120.81,123.47,514404.853
2025-12-26 03:00:00,123.47,123.74,122.48,122.67,180765.884
2025-12-26 04:00:00,122.67,122.99,121.8,122.85,92107.861
2025-12-26 05:00:00,122.85,123.49,122.67,123.29,52100.308
2025-12-26 06:00:00,123.3,123.79,123.3,123.48,91728.153
2025-12-26 07:00:00,123.48,123.99,122.57,122.72,149239.387
2025-12-26 08:00:00,122.71,123.13,122.29,122.69,153212.18
2025-12-26 09:00:00,122.69,124.13,122.53,123.68,140144.216
2025-12-26 10:00:00,123.69,123.92,123.44,123.75,86920.083
2025-12-26 11:00:00,123.76,123.93,123.34,123.84,66920.442
2025-12-26 12:00:00,123.83,124.2,123.76,123.96,60970.449
2025-12-26 13:00:00,123.97,125.14,123.87,124.89,143919.779
2025-12-26 14:00:00,124.9,124.98,122.07,122.24,298026.109
2025-12-26 15:00:00,122.23,122.23,120.45,121.55,417737.338
2025-12-26 16:00:00,121.55,122.26,121.17,121.24,93943.029
2025-12-26 17:00:00,121.25,122.4,121.24,121.85,102740.0
2025-12-26 18:00:00,121.85,122.22,121.74,122.07,69756.434
2025-12-26 19:00:00,122.07,122.4,121.74,122.15,73995.855
2025-12-26 20:00:00,122.16,122.67,121.9,122.41,72974.682
2025-12-26 21:00:00,122.42,122.64,122.05,122.07,51803.023
2025-12-26 22:00:00,122.07,122.45,121.82,122.45,39801.321
2025-12-26 23:00:00,122.45,122.57,122.18,122.26,28621.002
2025-12-27 00:00:00,122.27,122.38,121.91,122.09,100676.431
2025-12-27 01:00:00,122.09,122.32,121.86,122.31,46724.199
2025-12-27 02:00:00,122.32,122.44,122.13,122.33,23006.812
2025-12-27 03:00:00,122.33,123.8,122.29,123.67,170513.033
2025-12-27 04:00:00,123.67,123.74,122.9,122.99,66207.165
2025-12-27 05:00:00,122.99,123.29,122.97,123.17,40541.743
2025-12-27 06:00:00,123.18,123.18,122.77,123.03,26167.47
