timestamp,open,high,low,close,volume
2026-01-22 04:45:00,130.33,130.5,130.3,130.36,26753.587
2026-01-22 05:00:00,130.36,130.45,130.23,130.25,8346.448
2026-01-22 05:15:00,130.25,130.3,130.1,130.16,4054.931
2026-01-22 05:30:00,130.16,130.31,130.06,130.24,6380.303
2026-01-22 05:45:00,130.24,130.3,129.97,130.11,6336.824
2026-01-22 06:00:00,130.12,130.41,129.81,130.06,12883.346
2026-01-22 06:15:00,130.06,130.14,129.75,129.78,11246.917
2026-01-22 06:30:00,129.77,130.25,129.75,130.22,8724.451
2026-01-22 06:45:00,130.22,130.43,130.21,130.35,13171.555
2026-01-22 07:00:00,130.36,130.44,130.07,130.11,12780.642
2026-01-22 07:15:00,130.12,130.16,129.9,130.05,8125.849
2026-01-22 07:30:00,130.04,130.14,129.96,130.04,9211.748
2026-01-22 07:45:00,130.04,130.08,129.77,129.81,6602.912
2026-01-22 08:00:00,129.8,130.1,129.51,129.55,15842.628
2026-01-22 08:15:00,129.55,129.74,129.35,129.58,23705.353
2026-01-22 08:30:00,129.57,129.89,129.45,129.67,10270.278
2026-01-22 08:45:00,129.67,130.09,129.62,129.94,9608.473
2026-01-22 09:00:00,129.93,130.05,129.6,129.97,17657.586
2026-01-22 09:15:00,129.97,130.06,129.69,129.86,8454.662
2026-01-22 09:30:00,129.85,130.25,129.8,130.22,12570.935
2026-01-22 09:45:00,130.22,130.27,130.02,130.16,6417.671
2026-01-22 10:00:00,130.16,130.29,130.08,130.28,5590.12
2026-01-22 10:15:00,130.29,130.35,130.1,130.15,12039.769
2026-01-22 10:30:00,130.16,130.24,130.02,130.18,11452.178
2026-01-22 10:45:00,130.17,130.25,130.05,130.16,7642.866
2026-01-22 11:00:00,130.16,130.34,129.93,130.03,9263.165
2026-01-22 11:15:00,130.04,130.2,129.76,129.9,12558.128
2026-01-22 11:30:00,129.89,130.05,129.72,129.9,16725.309
2026-01-22 11:45:00,129.9,130.33,129.85,130.11,13671.504
2026-01-22 12:00:00,130.11,130.41,129.98,130.38,19960.573
2026-01-22 12:15:00,130.39,130.45,130.18,130.26,9558.259
2026-01-22 12:30:00,130.25,130.35,130.13,130.14,9693.176
2026-01-22 12:45:00,130.14,130.18,130.01,130.1,9874.158
2026-01-22 13:00:00,130.09,130.17,129.94,130.02,8167.078
2026-01-22 13:15:00,130.03,130.58,130.03,130.57,12290.306
2026-01-22 13:30:00,130.58,130.94,129.48,129.51,55875.292
2026-01-22 13:45:00,129.51,129.69,129.1,129.37,32747.142
2026-01-22 14:00:00,129.36,129.5,129.04,129.46,18085.514
2026-01-22 14:15:00,129.46,129.5,128.73,129.04,29274.782
2026-01-22 14:30:00,129.05,129.33,128.46,128.95,65613.305
2026-01-22 14:45:00,128.95,129.03,127.84,127.91,78573.749
2026-01-22 15:00:00,127.91,128.27,127.53,128.06,49690.542
2026-01-22 15:15:00,128.05,128.35,126.86,127.02,72090.277
2026-01-22 15:30:00,127.02,127.91,126.73,127.85,67918.242
2026-01-22 15:45:00,127.86,128.63,127.17,127.41,84524.263
2026-01-22 16:00:00,127.42,128.02,127.09,127.24,45173.581
2026-01-22 16:15:00,127.23,127.94,126.92,127.7,34015.84
2026-01-22 16:30:00,127.7,127.95,127.17,127.71,31898.491
2026-01-22 16:45:00,127.7,128.33,127.6,127.9,24371.141
2026-01-22 17:00:00,127.9,128.37,127.86,127.99,22972.38
2026-01-22 17:15:00,127.99,128.34,127.55,127.76,21024.788
2026-01-22 17:30:00,127.76,128.07,127.65,128.07,15790.226
2026-01-22 17:45:00,128.07,128.82,128.07,128.7,22845.277
2026-01-22 18:00:00,128.7,128.7,128.19,128.21,26463.099
2026-01-22 18:15:00,128.21,128.8,128.2,128.38,15844.899
2026-01-22 18:30:00,128.37,128.72,128.3,128.44,19930.672
2026-01-22 18:45:00,128.43,128.52,127.63,127.73,26516.637
2026-01-22 19:00:00,127.74,128.14,127.45,128.08,22235.039
2026-01-22 19:15:00,128.07,128.43,127.88,128.26,16476.292
2026-01-22 19:30:00,128.26,129.09,128.23,129.06,33798.655
2026-01-22 19:45:00,129.05,129.37,128.74,129.26,18952.696
2026-01-22 20:00:00,129.26,129.64,129.1,129.63,22625.907
2026-01-22 20:15:00,129.63,129.76,128.74,128.81,16630.555
2026-01-22 20:30:00,128.81,129.04,128.33,128.48,18437.446
2026-01-22 20:45:00,128.48,128.72,128.39,128.49,22312.769
2026-01-22 21:00:00,128.5,128.68,128.22,128.54,20269.843
2026-01-22 21:15:00,128.53,129.07,128.48,128.74,16269.99
2026-01-22 21:30:00,128.74,128.76,128.4,128.45,13327.313
2026-01-22 21:45:00,128.46,128.64,128.23,128.31,12807.482
2026-01-22 22:00:00,128.32,128.7,128.12,128.53,17318.943
2026-01-22 22:15:00,128.53,128.6,128.26,128.34,11153.041
2026-01-22 22:30:00,128.33,128.47,128.02,128.45,16735.195
2026-01-22 22:45:00,128.45,128.78,128.41,128.71,25868.001
2026-01-22 23:00:00,128.71,128.72,128.12,128.48,11587.701
2026-01-22 23:15:00,128.48,128.61,128.33,128.41,7004.452
2026-01-22 23:30:00,128.42,128.7,128.34,128.41,5450.146
2026-01-22 23:45:00,128.4,128.48,128.31,128.47,4508.875
2026-01-23 00:00:00,128.47,128.5,128.25,128.41,5924.718
2026-01-23 00:15:00,128.41,128.52,128.25,128.29,3456.532
2026-01-23 00:30:00,128.29,128.37,128.08,128.27,6795.421
2026-01-23 00:45:00,128.27,128.48,128.2,128.35,4158.927
2026-01-23 01:00:00,128.36,128.63,128.31,128.33,6208.719
2026-01-23 01:15:00,128.33,128.6,128.29,128.44,8720.213
2026-01-23 01:30:00,128.44,128.8,128.32,128.73,24240.894
2026-01-23 01:45:00,128.72,128.94,128.62,128.9,11131.003
2026-01-23 02:00:00,128.91,128.98,128.56,128.82,58577.181
2026-01-23 02:15:00,128.82,128.82,128.4,128.52,13153.946
2026-01-23 02:30:00,128.51,128.58,128.43,128.49,5490.421
2026-01-23 02:45:00,128.48,128.54,128.18,128.19,10227.598
2026-01-23 03:00:00,128.18,128.47,128.14,128.34,7004.808
2026-01-23 03:15:00,128.35,128.77,128.34,128.66,5627.762
2026-01-23 03:30:00,128.67,128.78,128.43,128.68,6182.538
2026-01-23 03:45:00,128.68,128.78,128.56,128.76,5106.788
2026-01-23 04:00:00,128.76,129.0,128.63,128.98,8354.7
2026-01-23 04:15:00,128.97,129.03,128.62,128.93,12952.933
2026-01-23 04:30:00,128.93,129.09,128.71,129.06,14358.186
2026-01-23 04:45:00,129.06,129.29,129.01,129.12,15932.011
2026-01-23 05:00:00,129.13,129.13,128.87,128.96,5513.321
2026-01-23 05:15:00,128.96,128.97,128.39,128.59,8192.381
2026-01-23 05:30:00,128.59,128.75,128.51,128.63,7684.506
